product_id,warehouse,stock_quantity,reorder_level,stock_status,last_updated
OFF-BI-10004826,Singapore Warehouse,357.0,71.0,IN STOCK,2026-07-20
TEC-SAN-10004424,Chicago Warehouse,243.0,48.0,In Stock,2026-07-20
TEC-MA-10000473,Chicago Warehouse,100.0,20.0,In Stock,2026-07-20
TEC-AC-10001486,Chicago Warehouse,241.0,48.0,In Stock,2026-07-20
TEC-AC-10003518,Chicago Warehouse,84.0,16.0,In Stock,2026-07-20
TEC-MA-10002149,Chicago Warehouse,153.0,30.0,In Stock,2026-07-20
FUR-FU-10002696,Rotterdam Warehouse,106.0,21.0,In Stock,2026-07-20
OFF-AR-10004691,Singapore Warehouse,382.0,76.0,In Stock,2026-07-20
TEC-HEW-10002302,Chicago Warehouse,83.0,16.0,In Stock,2026-07-20
OFF-BI-10001067,Singapore Warehouse,461.0,92.0,In Stock,2026-07-20
FUR-TA-10003179,Rotterdam Warehouse,69.0,13.0,In Stock,2026-07-20
OFF-FEL-10002399,Singapore Warehouse,207.0,41.0,In Stock,2026-07-20
FUR-DAN-10003065,Rotterdam Warehouse,104.0,20.0,In Stock,20/07/2026
OFF-PA-10001385,Singapore Warehouse,233.0,46.0,In Stock,2026-07-20
OFF-BI-10003709,Singapore Warehouse,434.0,86.0,In Stock,2026-07-20
OFF-AP-10000696,Singapore Warehouse,264.0,52.0,In Stock,2026-07-20
TEC-PH-10004042,Chicago Warehouse,156.0,31.0,In Stock,2026-07-20
OFF-ST-10004046,Singapore Warehouse,337.0,67.0,In Stock,2026-07-20
OFF-EN-10003661,Singapore Warehouse,425.0,85.0,In Stock,2026-07-20
OFF-BI-10000341,Singapore Warehouse,,89.0,In Stock,2026-07-20
FUR-CH-10004054,Rotterdam Warehouse,149.0,29.0,In Stock,2026-07-20
OFF-AP-10003621,Singapore Warehouse,244.0,48.0,In Stock,2026-07-20
OFF-PA-10004613,Singapore Warehouse,365.0,73.0,,20/07/2026
OFF-HON-10003230,Singapore Warehouse,412.0,82.0,In Stock,2026-07-20
TEC-MA-10004902,Chicago Warehouse,,46.0,In Stock,2026-07-20
OFF-FA-10000263,Singapore Warehouse,277.0,55.0,In Stock,2026-07-20
FUR-BO-10000624,Rotterdam Warehouse,79.0,15.0,In Stock,2026-07-20
FUR-TA-10001786,Rotterdam Warehouse,88.0,17.0,In Stock,2026-07-20
FUR-CH-10000667,Rotterdam Warehouse,134.0,26.0,In Stock,2026-07-20
TEC-STA-10003386,Chicago Warehouse,168.0,33.0,In Stock,2026-07-20
OFF-SU-10003046,Singapore Warehouse,289.0,57.0,In Stock,2026-07-20
FUR-TA-10002855,Rotterdam Warehouse,80.0,16.0,In Stock,2026-07-20
OFF-KRA-10002126,Singapore Warehouse,452.0,90.0,In Stock,2026-07-20
TEC-MA-10001726,Chicago Warehouse,110.0,22.0,In Stock,2026-07-20
OFF-PA-10003868,Singapore Warehouse,224.0,44.0,In Stock,2026-07-20
OFF-FA-10002011,Singapore Warehouse,203.0,40.0,In Stock,2026-07-20
TEC-MA-10002134,Chicago Warehouse,103.0,20.0,In Stock,2026-07-20
OFF-AVE-10003558,Singapore Warehouse,338.0,67.0,In Stock,
OFF-AR-10001897,Singapore Warehouse,496.0,99.0,In Stock,2026-07-20
FUR-CH-10004751,Rotterdam Warehouse,134.0,26.0,In Stock,2026-07-20
OFF-SU-10003537,Singapore Warehouse,437.0,87.0,In Stock,2026-07-20
OFF-SU-10000157,Singapore Warehouse,201.0,40.0,In Stock,2026-07-20
OFF-BI-10000977,Singapore Warehouse,379.0,75.0,In Stock,2026-07-20
OFF-BI-10000323,Singapore Warehouse,460.0,92.0,In Stock,2026-07-20
OFF-AVE-10004404,Singapore Warehouse,247.0,49.0,In Stock,2026-07-20
OFF-SU-10001848,Singapore Warehouse,375.0,75.0,In Stock,20/07/2026
OFF-BI-10000724,Singapore Warehouse,259.0,51.0,In Stock,2026-07-20
FUR-FU-10004281,Rotterdam Warehouse,104.0,20.0,In Stock,2026-07-20
FUR-FU-10003804,Rotterdam Warehouse,82.0,16.0,In Stock,2026-07-20
FUR-TA-10004634,Rotterdam Warehouse,120.0,24.0,In Stock,2026-07-20
TEC-CO-10003410,Chicago Warehouse,107.0,21.0,In Stock,2026-07-20
OFF-AR-10003829,Singapore Warehouse,330.0,66.0,In Stock,20/07/2026
OFF-AR-10004022,Singapore Warehouse,456.0,91.0,In Stock,2026-07-20
FUR-CH-10001647,Rotterdam Warehouse,52.0,10.0,In Stock,2026-07-20
OFF-AR-10001228,Singapore Warehouse,292.0,58.0,In Stock,2026-07-20
OFF-SU-10000925,Singapore Warehouse,481.0,96.0,In Stock,2026-07-20
OFF-FA-10001761,Singapore Warehouse,293.0,58.0,In Stock,2026-07-20
OFF-PA-10000048,Singapore Warehouse,422.0,84.0,In Stock,2026-07-20
TEC-SAN-10000235,Chicago Warehouse,106.0,21.0,In Stock,2026-07-20
OFF-KIT-10003938,Singapore Warehouse,311.0,62.0,In Stock,20/07/2026
FUR-NOV-10000847,Rotterdam Warehouse,150.0,-30.0,In Stock,2026-07-20
FUR-BO-10003297,Rotterdam Warehouse,118.0,23.0,In Stock,2026-07-20
TEC-NOK-10004278,,234.0,46.0,In Stock,2026-07-20
OFF-SU-10003801,Singapore Warehouse,402.0,80.0,In Stock,2026-07-20
OFF-LA-10000134,,441.0,88.0,In Stock,2026-07-20
OFF-AP-10000486,Singapore Warehouse,363.0,72.0,In Stock,2026-07-20
TEC-CO-10004985,Chicago Warehouse,117.0,23.0,In Stock,2026-07-20
OFF-AP-10003259,Singapore Warehouse,490.0,98.0,In Stock,2026-07-20
OFF-AR-10003179,Singapore Warehouse,434.0,86.0,In Stock,2026-07-20
OFF-ST-10004060,Singapore Warehouse ,290.0,58.0,In Stock,2026-07-20
OFF-AR-10001461,Singapore Warehouse,374.0,74.0,In Stock,2026-07-20
TEC-HEW-10002304,Chicago Warehouse,188.0,37.0,In Stock,2026-07-20
OFF-KIT-10001213,Singapore Warehouse,474.0,94.0,In Stock,2026-07-20
OFF-STO-10004496,Singapore Warehouse,313.0,62.0,In Stock,2026-07-20
TEC-AC-10002145,Chicago Warehouse,174.0,34.0,In Stock,2026-07-20
TEC-AC-10003832,Chicago Warehouse,213.0,42.0,In Stock,2026-07-20
OFF-FA-10000197,Singapore Warehouse,212.0,,,2026-07-20
OFF-KIT-10003337,Singapore Warehouse,269.0,53.0,In Stock,2026-07-20
TEC-AC-10000860,Chicago Warehouse,150.0,30.0,In Stock,2026-07-20
OFF-PA-10000587,Singapore Warehouse,233.0,46.0,In Stock,2026-07-20
OFF-EN-10001327,Singapore Warehouse,289.0,57.0,In Stock,2026-07-20
OFF-LA-10001383,Singapore Warehouse,476.0,95.0,In Stock,2026-07-20
FUR-BO-10000533,Rotterdam Warehouse,142.0,28.0,In Stock,2026-07-20
OFF-EN-10003361,Singapore Warehouse,415.0,83.0,In Stock,2026-07-20
FUR-IKE-10003771,Rotterdam Warehouse,93.0,18.0,In Stock,20/07/2026
TEC-CO-10003570,Chicago Warehouse,169.0,33.0,In Stock,2026-07-20
FUR-FU-10001507,Rotterdam Warehouse,139.0,27.0,In Stock,
OFF-AR-10003651,Singapore Warehouse ,457.0,91.0,In Stock,2026-07-20
TEC-AC-10003911,,100.0,20.0,In Stock,2026-07-20
OFF-ST-10002714,Singapore Warehouse,324.0,64.0,In Stock,2026-07-20
TEC-MA-10004298,Chicago Warehouse,107.0,21.0,In Stock,2026-07-20
OFF-SU-10001980,Singapore Warehouse,243.0,48.0,In Stock,2026-07-20
OFF-AR-10002538,Singapore Warehouse,244.0,48.0,In Stock,2026-07-20
OFF-FA-10001135,Singapore Warehouse,457.0,91.0,In Stock,2026-07-20
FUR-TA-10000299,Rotterdam Warehouse,142.0,28.0,In Stock,2026-07-20
OFF-LA-10002900,Singapore Warehouse,270.0,54.0,In Stock,2026-07-20
OFF-EN-10003721,Singapore Warehouse,354.0,70.0,In Stock,2026-07-20
OFF-OIC-10002625,Singapore Warehouse,334.0,66.0,In Stock,2026-07-20
OFF-PA-10003744,Singapore Warehouse,431.0,86.0,In Stock,2026-07-20
OFF-EN-10003448,Singapore Warehouse,,45.0,In Stock,2026-07-20
OFF-PA-10001795,Singapore Warehouse,500.0,100.0,In Stock,2026-07-20
OFF-HON-10000934,Singapore Warehouse,444.0,88.0,In Stock,2026-07-20
FUR-FU-10000065,Rotterdam Warehouse,124.0,24.0,In Stock,2026-07-20
OFF-AP-10004540,Singapore Warehouse,286.0,57.0,IN STOCK,2026-07-20
OFF-FA-10001563,Singapore Warehouse,373.0,74.0,In Stock,2026-07-20
FUR-FU-10002553,Rotterdam Warehouse,95.0,19.0,In Stock,2026-07-20
OFF-EN-10004895,Singapore Warehouse,342.0,68.0,In Stock,2026-07-20
FUR-HON-10003137,Rotterdam Warehouse ,142.0,28.0,In Stock,20/07/2026
FUR-CH-10003123,Rotterdam Warehouse,69.0,13.0,In Stock,2026-07-20
OFF-SU-10001831,Singapore Warehouse,209.0,41.0,In Stock,2026-07-20
FUR-CH-10002890,Rotterdam Warehouse,139.0,27.0,In Stock,2026-07-20
OFF-PA-10004610,Singapore Warehouse,491.0,98.0,In Stock,2026-07-20
TEC-MA-10004584,Chicago Warehouse,109.0,21.0,In Stock,2026-07-20
OFF-AP-10002932,Singapore Warehouse,209.0,41.0,In Stock,2026-07-20
OFF-BI-10003364,Singapore Warehouse,282.0,56.0,In Stock,2026-07-20
OFF-AP-10002753,Singapore Warehouse,334.0,66.0,In Stock,2026-07-20
TEC-CO-10001342,Chicago Warehouse,85.0,17.0,In Stock,2026-07-20
TEC-CO-10000601,Chicago Warehouse,241.0,48.0,In Stock,2026-07-20
TEC-PH-10003636,Chicago Warehouse,229.0,45.0,In Stock,2026-07-20
FUR-FU-10001717,Rotterdam Warehouse ,73.0,14.0,In Stock,2026-07-20
OFF-LA-10002939,Singapore Warehouse,329.0,65.0,In Stock,20/07/2026
OFF-EN-10003737,Singapore Warehouse,200.0,40.0,In Stock,2026-07-20
FUR-CH-10000774,Rotterdam Warehouse,69.0,13.0,In Stock,2026-07-20
TEC-PH-10003361,Chicago Warehouse,143.0,28.0,In Stock,2026-07-20
FUR-TA-10004504,Rotterdam Warehouse,84.0,16.0,In Stock,2026-07-20
OFF-BIC-10000718,Singapore Warehouse,453.0,90.0,In Stock,2026-07-20
FUR-FU-10004597,Rotterdam Warehouse,82.0,16.0,In Stock,2026-07-20
FUR-BO-10004725,Rotterdam Warehouse,121.0,24.0,In Stock,2026-07-20
TEC-MA-10003471,Chicago Warehouse,164.0,32.0,In Stock,2026-07-20
OFF-AR-10002513,Singapore Warehouse,498.0,99.0,In Stock,2026-07-20
TEC-MOT-10003348,Chicago Warehouse,195.0,39.0,In Stock,2026-07-20
OFF-SU-10002962,Singapore Warehouse ,447.0,89.0,In Stock,2026-07-20
TEC-PH-10003580,Chicago Warehouse,133.0,26.0,In Stock,2026-07-20
TEC-MA-10003779,Chicago Warehouse,91.0,18.0,In Stock,2026-07-20
OFF-PA-10004741,Singapore Warehouse,270.0,54.0,In Stock,2026-07-20
OFF-SAN-10001237,Singapore Warehouse,281.0,56.0,In Stock,2026-07-20
OFF-LA-10002544,Singapore Warehouse,400.0,80.0,In Stock,
OFF-JIF-10000556,Singapore Warehouse,208.0,41.0,In Stock,2026-07-20
TEC-MA-10004693,Chicago Warehouse,117.0,23.0,In Stock,2026-07-20
OFF-LA-10004753,Singapore Warehouse ,238.0,47.0,In Stock,2026-07-20
OFF-SU-10002135,Singapore Warehouse,326.0,65.0,In Stock,2026-07-20
FUR-FU-10002813,Rotterdam Warehouse,96.0,19.0,In Stock,2026-07-20
FUR-CH-10003180,Rotterdam Warehouse,68.0,13.0,In Stock,2026-07-20
FUR-BO-10001749,Rotterdam Warehouse,62.0,12.0,In Stock,2026-07-20
OFF-FA-10000294,Singapore Warehouse,252.0,50.0,In Stock,2026-07-20
TEC-CO-10004664,Chicago Warehouse,181.0,36.0,In Stock,2026-07-20
OFF-BI-10002455,Singapore Warehouse,316.0,63.0,IN STOCK,2026-07-20
OFF-BIN-10002061,Singapore Warehouse,305.0,61.0,In Stock,2026-07-20
FUR-BO-10004142,Rotterdam Warehouse,56.0,11.0,In Stock,2026-07-20
TEC-PH-10000730,Chicago Warehouse,114.0,22.0,In Stock,2026-07-20
FUR-CH-10001347,Rotterdam Warehouse,122.0,24.0,In Stock,2026-07-20
FUR-CH-10000136,Rotterdam Warehouse,109.0,21.0,,2026-07-20
TEC-AC-10000596,Chicago Warehouse,143.0,28.0,In Stock,
OFF-AME-10002697,Singapore Warehouse,292.0,58.0,In Stock,20/07/2026
OFF-ST-10004431,Singapore Warehouse,376.0,75.0,In Stock,2026-07-20
TEC-PH-10004636,Chicago Warehouse,134.0,26.0,In Stock,2026-07-20
OFF-HON-10001132,Singapore Warehouse,418.0,83.0,In Stock,2026-07-20
FUR-BO-10001233,Rotterdam Warehouse,148.0,29.0,In Stock,2026-07-20
OFF-EN-10002613,Singapore Warehouse,395.0,79.0,In Stock,2026-07-20
OFF-BI-10003142,Singapore Warehouse,429.0,85.0,In Stock,2026-07-20
OFF-ST-10002622,Singapore Warehouse,328.0,65.0,In Stock,2026-07-20
OFF-FA-10003745,Singapore Warehouse,499.0,99.0,In Stock,2026-07-20
TEC-AC-10002799,Chicago Warehouse,,32.0,In Stock,2026-07-20
FUR-FU-10000110,Rotterdam Warehouse ,146.0,29.0,In Stock,2026-07-20
FUR-TA-10001600,Rotterdam Warehouse,55.0,11.0,In Stock,2026-07-20
FUR-FU-10001918,Rotterdam Warehouse,72.0,14.0,In Stock,2026-07-20
OFF-ST-10002515,Singapore Warehouse,312.0,62.0,In Stock,2026-07-20
OFF-LA-10002868,Singapore Warehouse,271.0,54.0,In Stock,2026-07-20
OFF-AR-10002727,Singapore Warehouse,437.0,87.0,In Stock,2026-07-20
OFF-EN-10004568,Singapore Warehouse,462.0,92.0,In Stock,2026-07-20
OFF-BI-10001525,Singapore Warehouse,381.0,76.0,IN STOCK,2026-07-20
FUR-CH-10003114,Rotterdam Warehouse,81.0,16.0,In-Stock,2026-07-20
OFF-EN-10004418,,264.0,52.0,In Stock,2026-07-20
OFF-BI-10003725,Singapore Warehouse,422.0,84.0,In Stock,20/07/2026
OFF-PA-10000483,Singapore Warehouse,321.0,64.0,In Stock,2026-07-20
OFF-FA-10004523,Singapore Warehouse,267.0,53.0,In Stock,2026-07-20
OFF-ST-10002759,Singapore Warehouse,361.0,72.0,IN STOCK,2026-07-20
OFF-AR-10004260,Singapore Warehouse,422.0,84.0,In Stock,20/07/2026
OFF-AR-10001129,Singapore Warehouse,223.0,44.0,In Stock,2026-07-20
TEC-MA-10003361,Chicago Warehouse,154.0,30.0,In Stock,2026-07-20
TEC-PH-10001644,Chicago Warehouse ,192.0,38.0,In Stock,2026-07-20
OFF-CUI-10002269,Singapore Warehouse,315.0,63.0,In Stock,2026-07-20
TEC-MA-10000334,Chicago Warehouse,125.0,25.0,In Stock,2026-07-20
FUR-BO-10001436,Rotterdam Warehouse,125.0,25.0,In Stock,2026-07-20
FUR-CH-10001204,Rotterdam Warehouse,52.0,10.0,In Stock,2026-07-20
OFF-LA-10002034,Singapore Warehouse,333.0,66.0,In Stock,2026-07-20
FUR-DEF-10001763,Rotterdam Warehouse,82.0,16.0,In Stock,2026-07-20
FUR-BO-10003022,Rotterdam Warehouse,72.0,14.0,In Stock,2026-07-20
OFF-AP-10004572,Singapore Warehouse,283.0,56.0,In Stock,2026-07-20
OFF-ST-10001393,Singapore Warehouse,302.0,60.0,In Stock,2026-07-20
OFF-BI-10004054,Singapore Warehouse,380.0,76.0,In Stock,2026-07-20
OFF-PA-10002771,Singapore Warehouse,279.0,55.0,In Stock,2026-07-20
FUR-HAR-10003548,Rotterdam Warehouse ,104.0,20.0,In Stock,2026-07-20
OFF-AVE-10003504,Singapore Warehouse,355.0,71.0,In Stock,2026-07-20
OFF-AP-10001882,Singapore Warehouse,463.0,92.0,In Stock,2026-07-20
TEC-MA-10004023,Chicago Warehouse,150.0,30.0,In Stock,2026-07-20
TEC-HP -10004971,Chicago Warehouse,224.0,44.0,In Stock,2026-07-20
OFF-EN-10004495,Singapore Warehouse,268.0,53.0,In Stock,2026-07-20
TEC-SAN-10000250,Chicago Warehouse,212.0,42.0,In Stock,2026-07-20
TEC-STA-10003330,Chicago Warehouse,222.0,44.0,In Stock,2026-07-20
OFF-BI-10000960,Singapore Warehouse,340.0,68.0,In Stock,2026-07-20
TEC-CO-10001162,Chicago Warehouse,140.0,28.0,In Stock,2026-07-20
OFF-ST-10003994,Singapore Warehouse,334.0,66.0,In Stock,2026-07-20
TEC-CO-10003763,Chicago Warehouse,148.0,29.0,In Stock,2026-07-20
OFF-AR-10001606,Singapore Warehouse,244.0,48.0,In Stock,2026-07-20
TEC-PH-10002035,Chicago Warehouse,205.0,41.0,In Stock,2026-07-20
OFF-AP-10002229,Singapore Warehouse,278.0,55.0,In Stock,2026-07-20
TEC-MA-10001139,Chicago Warehouse,234.0,46.0,In Stock,2026-07-20
TEC-AC-10001592,Chicago Warehouse,172.0,34.0,In Stock,2026-07-20
FUR-SAF-10001870,Rotterdam Warehouse,136.0,27.0,In Stock,2026-07-20
OFF-BI-10003181,Singapore Warehouse,338.0,67.0,In Stock,2026-07-20
FUR-CH-10004163,Rotterdam Warehouse,143.0,28.0,In Stock,2026-07-20
OFF-EN-10003715,Singapore Warehouse,435.0,-87.0,In Stock,2026-07-20
OFF-ST-10000142,,330.0,66.0,In Stock,2026-07-20
FUR-FU-10003826,Rotterdam Warehouse,134.0,26.0,In Stock,2026-07-20
OFF-LA-10000973,Singapore Warehouse,411.0,82.0,In Stock,2026-07-20
FUR-BO-10002852,Rotterdam Warehouse,117.0,23.0,In Stock,2026-07-20
TEC-MOT-10002272,Chicago Warehouse,107.0,21.0,In Stock,2026-07-20
OFF-ST-10004315,Singapore Warehouse,340.0,68.0,In Stock,2026-07-20
OFF-FA-10002247,Singapore Warehouse,229.0,45.0,In Stock,
OFF-EAT-10001303,Singapore Warehouse,411.0,82.0,In Stock,2026-07-20
OFF-ST-10004185,Singapore Warehouse,310.0,62.0,In Stock,2026-07-20
OFF-AP-10002531,Singapore Warehouse,319.0,63.0,In Stock,2026-07-20
TEC-CO-10000270,Chicago Warehouse,147.0,29.0,In Stock,2026-07-20
OFF-LA-10000471,Singapore Warehouse,391.0,78.0,In Stock,2026-07-20
FUR-TA-10001113,Rotterdam Warehouse,82.0,16.0,In Stock,2026-07-20
FUR-CH-10004387,Rotterdam Warehouse,118.0,23.0,In Stock,2026-07-20
TEC-CIS-10001877,Chicago Warehouse,174.0,34.0,In Stock,2026-07-20
TEC-HP -10003559,Chicago Warehouse,205.0,41.0,In Stock,2026-07-20
OFF-AP-10000263,Singapore Warehouse,416.0,83.0,In Stock,2026-07-20
FUR-HAR-10001144,Rotterdam Warehouse,55.0,11.0,In Stock,2026-07-20
FUR-FU-10003874,Rotterdam Warehouse,54.0,10.0,In Stock,2026-07-20
TEC-PH-10004358,Chicago Warehouse,143.0,28.0,In Stock,2026-07-20
TEC-MA-10004997,Chicago Warehouse,107.0,21.0,In Stock,2026-07-20
OFF-PA-10000350,Singapore Warehouse,305.0,61.0,In Stock,2026-07-20
OFF-EN-10001099,Singapore Warehouse,398.0,79.0,In Stock,2026-07-20
OFF-FA-10002831,Singapore Warehouse,268.0,53.0,In Stock,2026-07-20
OFF-PA-10002927,Singapore Warehouse,211.0,42.0,In Stock,2026-07-20
FUR-IKE-10000521,Rotterdam Warehouse,54.0,10.0,In Stock,2026-07-20
OFF-BI-10002080,Singapore Warehouse,335.0,67.0,In Stock,2026-07-20
TEC-BRO-10003876,Chicago Warehouse,237.0,47.0,In Stock,2026-07-20
OFF-PA-10001302,Singapore Warehouse,413.0,82.0,In Stock,
TEC-APP-10004469,Chicago Warehouse,94.0,18.0,In Stock,2026-07-20
TEC-CO-10002283,Chicago Warehouse,118.0,23.0,In Stock,2026-07-20
OFF-AP-10002351,Singapore Warehouse,498.0,99.0,In Stock,2026-07-20
FUR-FU-10002598,Rotterdam Warehouse,87.0,17.0,In Stock,2026-07-20
OFF-BI-10003870,Singapore Warehouse,360.0,72.0,In Stock,2026-07-20
OFF-ST-10002538,Singapore Warehouse,364.0,72.0,In Stock,2026-07-20
OFF-HOO-10000638,,446.0,89.0,In Stock,2026-07-20
OFF-AP-10000595,Singapore Warehouse,331.0,66.0,In Stock,2026-07-20
OFF-EN-10003537,Singapore Warehouse,357.0,71.0,In Stock,2026-07-20
FUR-CH-10004540,Rotterdam Warehouse,109.0,21.0,In Stock,2026-07-20
TEC-CO-10002063,Chicago Warehouse,224.0,44.0,In Stock,2026-07-20
FUR-BO-10004537,Rotterdam Warehouse,99.0,19.0,In Stock,2026-07-20
OFF-BI-10003984,Singapore Warehouse,217.0,43.0,In Stock,2026-07-20
OFF-PA-10003938,Singapore Warehouse,368.0,73.0,,2026-07-20
OFF-AP-10002651,Singapore Warehouse,330.0,66.0,In Stock,2026-07-20
FUR-BO-10001580,Rotterdam Warehouse,64.0,,In Stock,2026-07-20
OFF-FA-10000300,Singapore Warehouse,434.0,86.0,In Stock,2026-07-20
OFF-SAN-10001074,Singapore Warehouse,422.0,84.0,In Stock,2026-07-20
TEC-PH-10000702,Chicago Warehouse,201.0,40.0,In Stock,2026-07-20
TEC-OKI-10003655,Chicago Warehouse,192.0,38.0,In Stock,2026-07-20
OFF-AP-10002765,Singapore Warehouse,425.0,85.0,In Stock,2026-07-20
OFF-HAR-10001855,Singapore Warehouse,327.0,,IN STOCK,2026-07-20
OFF-ST-10003656,Singapore Warehouse,304.0,60.0,In Stock,2026-07-20
OFF-BI-10003440,Singapore Warehouse,488.0,97.0,In Stock,2026-07-20
TEC-AC-10004708,Chicago Warehouse ,201.0,40.0,In Stock,2026-07-20
OFF-LA-10002744,Singapore Warehouse,223.0,44.0,In Stock,2026-07-20
OFF-CAR-10003703,Singapore Warehouse,238.0,47.0,In Stock,2026-07-20
OFF-PA-10001307,Singapore Warehouse ,473.0,94.0,In Stock,2026-07-20
FUR-BO-10001216,Rotterdam Warehouse,124.0,24.0,In Stock,2026-07-20
OFF-FA-10002708,Singapore Warehouse,426.0,85.0,In Stock,2026-07-20
FUR-CH-10001270,Rotterdam Warehouse,135.0,27.0,In Stock,2026-07-20
OFF-TEN-10001129,Singapore Warehouse,342.0,68.0,In Stock,2026-07-20
OFF-FEL-10003848,Singapore Warehouse,322.0,64.0,In Stock,2026-07-20
TEC-BRO-10003555,Chicago Warehouse,224.0,,In Stock,2026-07-20
OFF-LA-10003851,Singapore Warehouse,432.0,86.0,In Stock,2026-07-20
TEC-PH-10000526,Chicago Warehouse,127.0,25.0,In Stock,2026-07-20
OFF-TEN-10004194,Singapore Warehouse,333.0,66.0,In Stock,2026-07-20
FUR-FU-10002253,Rotterdam Warehouse,82.0,16.0,In Stock,2026-07-20
FUR-CH-10004827,Rotterdam Warehouse,63.0,12.0,In Stock,2026-07-20
OFF-BI-10001324,Singapore Warehouse,396.0,79.0,In Stock,2026-07-20
OFF-BI-10000546,Singapore Warehouse,294.0,58.0,In Stock,2026-07-20
OFF-BI-10003166,Singapore Warehouse,452.0,90.0,In Stock,2026-07-20
OFF-AP-10003281,Singapore Warehouse,248.0,49.0,In Stock,2026-07-20
OFF-LA-10004538,Singapore Warehouse,409.0,81.0,In Stock,2026-07-20
OFF-FA-10001237,Singapore Warehouse,338.0,67.0,In Stock,2026-07-20
OFF-PA-10002237,Singapore Warehouse,227.0,45.0,In Stock,2026-07-20
OFF-LA-10001202,Singapore Warehouse,349.0,69.0,In Stock,2026-07-20
OFF-AR-10000390,Singapore Warehouse,308.0,61.0,In Stock,2026-07-20
OFF-AP-10000653,Singapore Warehouse,268.0,53.0,In Stock,2026-07-20
OFF-GRE-10001521,Singapore Warehouse,433.0,86.0,In-Stock,2026-07-20
OFF-SU-10004452,Singapore Warehouse,434.0,86.0,In Stock,2026-07-20
TEC-PH-10002583,Chicago Warehouse,119.0,23.0,In Stock,2026-07-20
TEC-CO-10002244,Chicago Warehouse,96.0,19.0,In Stock,2026-07-20
OFF-LA-10001658,Singapore Warehouse,456.0,91.0,In Stock,2026-07-20
TEC-PH-10001640,Chicago Warehouse,156.0,31.0,In Stock,2026-07-20
OFF-SU-10004663,Singapore Warehouse,322.0,64.0,In Stock,2026-07-20
OFF-PA-10000871,Singapore Warehouse,275.0,55.0,In Stock,2026-07-20
TEC-CO-10004690,Chicago Warehouse,142.0,28.0,In Stock,2026-07-20
OFF-PA-10001826,Singapore Warehouse,286.0,57.0,In Stock,2026-07-20
TEC-PH-10003691,Chicago Warehouse,102.0,,In Stock,2026-07-20
TEC-CO-10004143,Chicago Warehouse,211.0,42.0,In Stock,2026-07-20
OFF-ST-10001562,Singapore Warehouse,441.0,88.0,In Stock,2026-07-20
OFF-LA-10003141,Singapore Warehouse ,333.0,66.0,In Stock,2026-07-20
OFF-ACC-10003984,Singapore Warehouse,220.0,44.0,IN STOCK,20/07/2026
TEC-AC-10002844,Chicago Warehouse,153.0,30.0,In Stock,2026-07-20
OFF-ST-10003426,Singapore Warehouse,295.0,,IN STOCK,2026-07-20
OFF-EN-10002592,Singapore Warehouse,473.0,94.0,In Stock,2026-07-20
TEC-MA-10004452,Chicago Warehouse,97.0,19.0,In Stock,2026-07-20
FUR-TA-10003164,Rotterdam Warehouse,86.0,17.0,In Stock,
OFF-ST-10000650,Singapore Warehouse,366.0,73.0,In Stock,2026-07-20
OFF-AR-10004068,Singapore Warehouse,464.0,92.0,In Stock,2026-07-20
OFF-AP-10002697,Singapore Warehouse,211.0,42.0,In Stock,2026-07-20
OFF-AP-10001154,Singapore Warehouse,491.0,98.0,In Stock,2026-07-20
TEC-STA-10004834,,202.0,40.0,In Stock,2026-07-20
FUR-CH-10004685,Rotterdam Warehouse ,52.0,10.0,In Stock,2026-07-20
TEC-AC-10002938,Chicago Warehouse,181.0,36.0,In Stock,2026-07-20
FUR-FU-10003447,Rotterdam Warehouse,65.0,13.0,In Stock,2026-07-20
TEC-AC-10001013,Chicago Warehouse,107.0,21.0,In Stock,2026-07-20
OFF-AP-10003559,Singapore Warehouse,243.0,48.0,IN STOCK,2026-07-20
OFF-BI-10002329,Singapore Warehouse,354.0,70.0,In Stock,2026-07-20
FUR-CH-10002477,Rotterdam Warehouse,83.0,16.0,In Stock,2026-07-20
OFF-ST-10004340,Singapore Warehouse,435.0,87.0,In Stock,2026-07-20
OFF-LA-10002401,Singapore Warehouse,274.0,54.0,In Stock,2026-07-20
OFF-BOS-10004262,Singapore Warehouse,484.0,96.0,In Stock,2026-07-20
OFF-EN-10003360,Singapore Warehouse ,324.0,,In Stock,2026-07-20
OFF-BI-10002919,Singapore Warehouse,451.0,90.0,In Stock,20/07/2026
OFF-PA-10000915,Singapore Warehouse,471.0,94.0,In Stock,2026-07-20
OFF-AR-10003514,Singapore Warehouse,304.0,60.0,In Stock,2026-07-20
OFF-AR-10003758,Singapore Warehouse,327.0,65.0,In Stock,2026-07-20
OFF-SAN-10001862,Singapore Warehouse,283.0,56.0,In Stock,2026-07-20
TEC-PH-10001014,Chicago Warehouse,141.0,28.0,IN STOCK,2026-07-20
TEC-PH-10004287,Chicago Warehouse,114.0,22.0,In Stock,20/07/2026
FUR-FU-10004622,Rotterdam Warehouse,136.0,27.0,In Stock,2026-07-20
OFF-ELI-10001685,Singapore Warehouse,315.0,63.0,In Stock,
OFF-ACM-10004150,Singapore Warehouse,458.0,91.0,IN STOCK,2026-07-20
OFF-AP-10003849,Singapore Warehouse,440.0,88.0,In Stock,2026-07-20
TEC-CAN-10004166,,91.0,18.0,In Stock,2026-07-20
